#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 
80.68 4.93 -36.80 -31.87 5.00 10.14 12.69 -9.88 0.13 0.69 -0.94 5.00 10.68 11.55 -10.39 0.15 -0.37 0.65 
80.69 4.92 -36.72 -31.80 5.00 10.14 12.70 -9.89 0.14 0.69 -0.94 5.00 10.68 11.55 -10.39 0.15 -0.36 0.66 
80.70 4.91 -36.64 -31.73 5.00 10.15 12.71 -9.90 0.14 0.68 -0.95 5.00 10.69 11.55 -10.38 0.14 -0.36 0.66 
80.71 4.90 -36.55 -31.65 5.00 10.15 12.71 -9.91 0.14 0.68 -0.95 5.00 10.69 11.54 -10.37 0.14 -0.35 0.66 
80.72 4.89 -36.46 -31.57 5.00 10.15 12.72 -9.92 0.14 0.67 -0.95 5.00 10.69 11.54 -10.37 0.14 -0.35 0.66 
80.73 4.88 -36.37 -31.49 5.00 10.15 12.73 -9.93 0.15 0.67 -0.95 5.00 10.69 11.54 -10.36 0.14 -0.34 0.67 
80.74 4.87 -36.27 -31.41 5.00 10.15 12.73 -9.94 0.15 0.66 -0.95 5.00 10.69 11.53 -10.35 0.13 -0.33 0.67 
80.75 4.86 -36.18 -31.32 5.00 10.15 12.74 -9.95 0.15 0.66 -0.96 5.00 10.69 11.53 -10.35 0.13 -0.33 0.67 
80.76 4.84 -36.07 -31.23 5.00 10.16 12.75 -9.96 0.15 0.65 -0.96 5.00 10.69 11.53 -10.34 0.13 -0.32 0.67 
80.77 4.83 -35.97 -31.14 5.00 10.16 12.75 -9.97 0.16 0.65 -0.96 5.00 10.70 11.52 -10.33 0.13 -0.32 0.67 
80.78 4.82 -35.87 -31.05 5.00 10.16 12.76 -9.98 0.16 0.64 -0.96 5.00 10.70 11.52 -10.33 0.12 -0.31 0.67 
80.79 4.81 -35.76 -30.95 5.00 10.16 12.77 -9.99 0.16 0.64 -0.96 5.00 10.70 11.52 -10.32 0.12 -0.31 0.68 
80.80 4.79 -35.65 -30.85 5.00 10.16 12.77 -10.00 0.16 0.63 -0.96 5.00 10.70 11.52 -10.31 0.12 -0.30 0.68 
80.81 4.78 -35.53 -30.75 5.00 10.16 12.78 -10.01 0.17 0.62 -0.97 5.00 10.70 11.51 -10.31 0.12 -0.30 0.68 
80.82 4.76 -35.42 -30.65 5.00 10.16 12.78 -10.01 0.17 0.62 -0.97 5.00 10.70 11.51 -10.30 0.12 -0.29 0.68 
80.83 4.75 -35.30 -30.55 5.00 10.17 12.79 -10.02 0.17 0.61 -0.97 5.00 10.70 11.51 -10.29 0.11 -0.28 0.68 
80.84 4.72 -35.18 -30.46 5.00 10.17 12.80 -10.03 0.18 0.60 -0.97 5.00 10.70 11.50 -10.28 0.11 -0.27 0.68 
80.85 4.69 -35.07 -30.38 5.00 10.17 12.80 -10.04 0.18 0.59 -0.97 5.00 10.70 11.50 -10.28 0.10 -0.26 0.69 
80.86 4.66 -34.96 -30.29 5.00 10.17 12.81 -10.05 0.18 0.58 -0.97 5.00 10.71 11.50 -10.27 0.10 -0.25 0.69 
80.87 4.64 -34.84 -30.21 5.00 10.17 12.81 -10.06 0.19 0.57 -0.98 5.00 10.71 11.50 -10.26 0.09 -0.24 0.69 
80.88 4.61 -34.73 -30.12 5.00 10.18 12.82 -10.07 0.19 0.56 -0.98 5.00 10.71 11.49 -10.26 0.09 -0.23 0.69 
80.89 4.58 -34.62 -30.04 5.00 10.18 12.82 -10.08 0.20 0.55 -0.98 5.00 10.71 11.49 -10.25 0.09 -0.22 0.69 
80.90 4.55 -34.51 -29.96 5.00 10.18 12.83 -10.09 0.20 0.53 -0.98 5.00 10.71 11.49 -10.24 0.08 -0.21 0.69 
80.91 4.53 -34.40 -29.88 5.00 10.18 12.83 -10.10 0.21 0.52 -0.98 5.00 10.71 11.49 -10.24 0.08 -0.20 0.70 
80.92 4.50 -34.30 -29.80 5.00 10.18 12.84 -10.11 0.21 0.51 -0.98 5.00 10.71 11.49 -10.23 0.07 -0.18 0.70 
80.93 4.47 -34.19 -29.72 5.00 10.19 12.85 -10.12 0.22 0.50 -0.98 5.00 10.71 11.48 -10.22 0.07 -0.17 0.70 
80.94 4.45 -34.09 -29.64 5.00 10.19 12.85 -10.13 0.22 0.49 -0.98 5.00 10.71 11.48 -10.22 0.06 -0.16 0.70 
80.95 4.42 -33.99 -29.57 5.00 10.19 12.85 -10.14 0.22 0.48 -0.99 5.00 10.71 11.48 -10.21 0.06 -0.15 0.70 
80.96 4.39 -33.88 -29.49 5.00 10.19 12.86 -10.15 0.23 0.47 -0.99 5.00 10.71 11.48 -10.20 0.06 -0.14 0.70 
80.97 4.37 -33.78 -29.41 5.00 10.20 12.86 -10.16 0.23 0.46 -0.99 5.00 10.71 11.48 -10.19 0.05 -0.13 0.70 
80.98 4.34 -33.68 -29.34 5.00 10.20 12.87 -10.17 0.24 0.45 -0.99 5.00 10.71 11.48 -10.19 0.05 -0.12 0.70 
80.99 4.32 -33.58 -29.27 5.00 10.20 12.87 -10.18 0.24 0.44 -0.99 5.00 10.71 11.48 -10.18 0.04 -0.11 0.70 
81.00 4.29 -33.49 -29.19 5.00 10.20 12.88 -10.19 0.24 0.43 -0.99 5.00 10.72 11.47 -10.17 0.04 -0.10 0.70 
81.01 4.27 -33.39 -29.12 5.00 10.20 12.88 -10.20 0.25 0.42 -0.99 5.00 10.72 11.47 -10.17 0.04 -0.09 0.70 
81.02 4.25 -33.30 -29.05 5.00 10.21 12.89 -10.21 0.25 0.41 -0.99 5.00 10.72 11.47 -10.16 0.03 -0.08 0.70 
81.03 4.22 -33.20 -28.98 5.00 10.21 12.89 -10.22 0.26 0.40 -0.99 5.00 10.72 11.47 -10.15 0.03 -0.07 0.70 
81.04 4.20 -33.11 -28.91 5.00 10.21 12.89 -10.23 0.26 0.38 -0.99 5.00 10.72 11.47 -10.15 0.02 -0.06 0.70 
81.05 4.18 -33.02 -28.84 5.00 10.22 12.90 -10.24 0.26 0.37 -0.98 5.00 10.72 11.47 -10.14 0.02 -0.05 0.70 
81.06 4.15 -32.93 -28.77 5.00 10.22 12.90 -10.25 0.27 0.36 -0.98 5.00 10.72 11.47 -10.13 0.02 -0.04 0.70 
81.07 4.13 -32.84 -28.71 5.00 10.22 12.90 -10.26 0.27 0.35 -0.98 5.00 10.72 11.47 -10.12 0.01 -0.03 0.70 
81.08 4.11 -32.75 -28.64 5.00 10.22 12.91 -10.27 0.27 0.34 -0.98 5.00 10.72 11.47 -10.12 0.01 -0.02 0.70 
81.09 4.09 -32.66 -28.57 5.00 10.23 12.91 -10.28 0.28 0.33 -0.98 5.00 10.72 11.47 -10.11 0.01 -0.01 0.70 
81.10 4.06 -32.57 -28.51 5.00 10.23 12.91 -10.29 0.28 0.32 -0.98 5.00 10.72 11.47 -10.10 0.00 0.00 0.69 
81.11 4.04 -32.49 -28.45 5.00 10.23 12.92 -10.30 0.28 0.31 -0.98 5.00 10.72 11.47 -10.10 -0.00 0.01 0.69 
81.12 4.02 -32.40 -28.38 5.00 10.23 12.92 -10.31 0.29 0.30 -0.98 5.00 10.72 11.47 -10.09 -0.00 0.02 0.69 
81.13 4.00 -32.32 -28.32 5.00 10.24 12.92 -10.32 0.29 0.29 -0.98 5.00 10.72 11.47 -10.08 -0.01 0.03 0.69 
81.14 3.98 -32.24 -28.26 5.00 10.24 12.93 -10.33 0.29 0.28 -0.97 5.00 10.72 11.47 -10.08 -0.01 0.04 0.69 
81.15 3.96 -32.16 -28.20 5.00 10.24 12.93 -10.34 0.30 0.27 -0.97 5.00 10.72 11.47 -10.07 -0.01 0.05 0.69 
81.16 3.94 -32.08 -28.14 5.00 10.25 12.93 -10.35 0.30 0.26 -0.97 5.00 10.72 11.47 -10.06 -0.02 0.06 0.68 
81.17 3.92 -32.00 -28.08 5.00 10.25 12.93 -10.36 0.30 0.26 -0.97 5.00 10.72 11.47 -10.06 -0.02 0.07 0.68 
81.18 3.90 -31.92 -28.02 5.00 10.25 12.94 -10.37 0.31 0.25 -0.97 5.00 10.72 11.47 -10.05 -0.02 0.08 0.68 
81.19 3.88 -31.84 -27.96 5.00 10.26 12.94 -10.38 0.31 0.24 -0.96 5.00 10.72 11.48 -10.04 -0.03 0.09 0.68 
81.20 3.86 -31.77 -27.91 5.00 10.26 12.94 -10.39 0.31 0.23 -0.96 5.00 10.72 11.48 -10.04 -0.03 0.10 0.68 
81.21 3.84 -31.69 -27.85 5.00 10.26 12.94 -10.40 0.31 0.22 -0.96 5.00 10.72 11.48 -10.03 -0.03 0.11 0.67 
81.22 3.82 -31.62 -27.79 5.00 10.26 12.95 -10.41 0.32 0.21 -0.96 5.00 10.71 11.48 -10.02 -0.03 0.12 0.67 
81.23 3.81 -31.55 -27.74 5.00 10.27 12.95 -10.42 0.32 0.20 -0.96 5.00 10.71 11.48 -10.01 -0.04 0.13 0.67 
81.24 3.79 -31.47 -27.69 5.00 10.27 12.95 -10.43 0.32 0.19 -0.95 5.00 10.71 11.48 -10.01 -0.04 0.14 0.67 
81.25 3.77 -31.40 -27.63 5.00 10.27 12.95 -10.43 0.33 0.18 -0.95 5.00 10.71 11.48 -10.00 -0.04 0.15 0.66 
81.26 3.75 -31.33 -27.58 5.00 10.28 12.95 -10.44 0.33 0.17 -0.95 5.00 10.71 11.48 -9.99 -0.05 0.16 0.66 
81.27 3.74 -31.26 -27.53 5.00 10.28 12.95 -10.45 0.33 0.16 -0.95 5.00 10.71 11.49 -9.99 -0.05 0.17 0.66 
81.28 3.72 -31.20 -27.48 5.00 10.28 12.96 -10.46 0.33 0.15 -0.94 5.00 10.71 11.49 -9.98 -0.05 0.18 0.66 
81.29 3.70 -31.13 -27.43 5.00 10.29 12.96 -10.47 0.34 0.14 -0.94 5.00 10.71 11.49 -9.98 -0.05 0.18 0.65 
81.30 3.68 -31.06 -27.38 5.00 10.29 12.96 -10.48 0.34 0.14 -0.94 5.00 10.71 11.49 -9.97 -0.06 0.19 0.65 
81.31 3.67 -31.00 -27.33 5.00 10.29 12.96 -10.49 0.34 0.13 -0.93 5.00 10.71 11.49 -9.96 -0.06 0.20 0.65 
81.32 3.65 -30.93 -27.28 5.00 10.30 12.96 -10.50 0.34 0.12 -0.93 5.00 10.71 11.50 -9.96 -0.06 0.21 0.64 
81.33 3.64 -30.87 -27.23 5.00 10.30 12.96 -10.51 0.35 0.11 -0.93 5.00 10.71 11.50 -9.95 -0.06 0.22 0.64 
81.34 3.62 -30.81 -27.19 5.00 10.31 12.96 -10.52 0.35 0.10 -0.92 5.00 10.71 11.50 -9.94 -0.07 0.23 0.64 
81.35 3.60 -30.75 -27.14 5.00 10.31 12.96 -10.53 0.35 0.09 -0.92 5.00 10.71 11.50 -9.94 -0.07 0.24 0.63 
81.36 3.59 -30.68 -27.10 5.00 10.31 12.97 -10.54 0.35 0.08 -0.92 5.00 10.71 11.51 -9.93 -0.07 0.24 0.63 
81.37 3.57 -30.62 -27.05 5.00 10.32 12.97 -10.55 0.36 0.08 -0.91 5.00 10.71 11.51 -9.92 -0.07 0.25 0.63 
81.38 3.56 -30.57 -27.01 5.00 10.32 12.97 -10.56 0.36 0.07 -0.91 5.00 10.71 11.51 -9.92 -0.07 0.26 0.62 
81.39 3.54 -30.51 -26.96 5.00 10.32 12.97 -10.56 0.36 0.06 -0.91 5.00 10.71 11.51 -9.91 -0.08 0.27 0.62 
81.40 3.53 -30.45 -26.92 5.00 10.33 12.97 -10.57 0.36 0.05 -0.90 5.00 10.70 11.52 -9.91 -0.08 0.28 0.62 
81.41 3.52 -30.39 -26.88 5.00 10.33 12.97 -10.58 0.36 0.04 -0.90 5.00 10.70 11.52 -9.90 -0.08 0.29 0.61 
81.42 3.50 -30.34 -26.84 5.00 10.33 12.97 -10.59 0.37 0.03 -0.89 5.00 10.70 11.52 -9.89 -0.08 0.29 0.61 
81.43 3.49 -30.28 -26.80 5.00 10.34 12.97 -10.60 0.37 0.03 -0.89 5.00 10.70 11.52 -9.89 -0.09 0.30 0.60 
81.44 3.47 -30.23 -26.76 5.00 10.34 12.97 -10.61 0.37 0.02 -0.89 5.00 10.70 11.53 -9.88 -0.09 0.31 0.60 
81.45 3.46 -30.18 -26.72 5.00 10.35 12.97 -10.62 0.37 0.01 -0.88 5.00 10.70 11.53 -9.88 -0.09 0.32 0.60 
81.46 3.45 -30.13 -26.68 5.00 10.35 12.97 -10.63 0.37 0.00 -0.88 5.00 10.70 11.53 -9.87 -0.09 0.33 0.59 
81.47 3.44 -30.08 -26.64 5.00 10.35 12.97 -10.64 0.38 -0.01 -0.87 5.00 10.70 11.54 -9.86 -0.09 0.33 0.59 
81.48 3.42 -30.02 -26.60 5.00 10.36 12.97 -10.64 0.38 -0.01 -0.87 5.00 10.70 11.54 -9.86 -0.10 0.34 0.58 
81.49 3.41 -29.98 -26.56 5.00 10.36 12.97 -10.65 0.38 -0.02 -0.87 5.00 10.70 11.54 -9.85 -0.10 0.35 0.58 
81.50 3.40 -29.93 -26.53 5.00 10.36 12.97 -10.66 0.38 -0.03 -0.86 5.00 10.70 11.55 -9.85 -0.10 0.36 0.58 
81.51 3.39 -29.88 -26.49 5.00 10.37 12.97 -10.67 0.38 -0.04 -0.86 5.00 10.69 11.55 -9.84 -0.10 0.37 0.57 
81.52 3.37 -29.83 -26.46 5.00 10.37 12.97 -10.68 0.39 -0.04 -0.85 5.00 10.69 11.56 -9.83 -0.10 0.37 0.57 
81.53 3.36 -29.79 -26.42 5.00 10.38 12.97 -10.69 0.39 -0.05 -0.85 5.00 10.69 11.56 -9.83 -0.10 0.38 0.56 
81.54 3.35 -29.74 -26.39 5.00 10.38 12.97 -10.70 0.39 -0.06 -0.84 5.00 10.69 11.56 -9.82 -0.11 0.39 0.56 
81.55 3.34 -29.70 -26.36 5.00 10.38 12.97 -10.70 0.39 -0.07 -0.84 5.00 10.69 11.57 -9.82 -0.11 0.39 0.55 
81.56 3.33 -29.65 -26.32 5.00 10.39 12.96 -10.71 0.39 -0.07 -0.83 5.00 10.69 11.57 -9.81 -0.11 0.40 0.55 
81.57 3.32 -29.61 -26.29 5.00 10.39 12.96 -10.72 0.39 -0.08 -0.83 5.00 10.69 11.58 -9.81 -0.11 0.41 0.54 
81.58 3.31 -29.57 -26.26 5.00 10.40 12.96 -10.73 0.40 -0.09 -0.83 5.00 10.69 11.58 -9.80 -0.11 0.42 0.54 
81.59 3.30 -29.53 -26.23 5.00 10.40 12.96 -10.74 0.40 -0.10 -0.82 5.00 10.69 11.58 -9.80 -0.11 0.42 0.53 
81.60 3.29 -29.49 -26.20 5.00 10.40 12.96 -10.75 0.40 -0.10 -0.82 5.00 10.68 11.59 -9.79 -0.12 0.43 0.53 
81.61 3.28 -29.45 -26.17 5.00 10.41 12.96 -10.75 0.40 -0.11 -0.81 5.00 10.68 11.59 -9.79 -0.12 0.44 0.52 
81.62 3.27 -29.41 -26.14 5.00 10.41 12.96 -10.76 0.40 -0.12 -0.81 5.00 10.68 11.60 -9.78 -0.12 0.45 0.52 
81.63 3.26 -29.37 -26.11 5.00 10.42 12.96 -10.77 0.40 -0.12 -0.80 5.00 10.68 11.60 -9.78 -0.12 0.45 0.52 
81.64 3.25 -29.33 -26.08 5.00 10.42 12.96 -10.78 0.40 -0.13 -0.80 5.00 10.68 11.61 -9.77 -0.12 0.46 0.51 
81.65 3.24 -29.29 -26.06 5.00 10.42 12.95 -10.79 0.41 -0.14 -0.79 5.00 10.68 11.61 -9.77 -0.12 0.47 0.50 
81.66 3.23 -29.26 -26.03 5.00 10.43 12.95 -10.79 0.41 -0.14 -0.79 5.00 10.68 11.62 -9.76 -0.12 0.47 0.50 
81.67 3.22 -29.22 -26.00 5.00 10.43 12.95 -10.80 0.41 -0.15 -0.78 5.00 10.68 11.62 -9.76 -0.12 0.48 0.49 
81.68 3.21 -29.19 -25.98 5.00 10.44 12.95 -10.81 0.41 -0.16 -0.78 5.00 10.67 11.62 -9.75 -0.13 0.49 0.49 
81.69 3.20 -29.15 -25.95 5.00 10.44 12.95 -10.82 0.41 -0.16 -0.77 5.00 10.67 11.63 -9.75 -0.13 0.49 0.48 
81.70 3.19 -29.12 -25.93 5.00 10.44 12.95 -10.82 0.41 -0.17 -0.76 5.00 10.67 11.63 -9.74 -0.13 0.50 0.48 
81.71 3.19 -29.09 -25.90 5.00 10.45 12.95 -10.83 0.41 -0.18 -0.76 5.00 10.67 11.64 -9.74 -0.13 0.51 0.47 
81.72 3.18 -29.06 -25.88 5.00 10.45 12.94 -10.84 0.41 -0.18 -0.75 5.00 10.67 11.65 -9.73 -0.13 0.51 0.47 
81.73 3.17 -29.03 -25.86 5.00 10.46 12.94 -10.85 0.41 -0.19 -0.75 5.00 10.67 11.65 -9.73 -0.13 0.52 0.46 
81.74 3.16 -29.00 -25.83 5.00 10.46 12.94 -10.85 0.42 -0.20 -0.74 5.00 10.67 11.66 -9.72 -0.13 0.52 0.46 
81.75 3.16 -28.97 -25.81 5.00 10.46 12.94 -10.86 0.42 -0.20 -0.74 5.00 10.67 11.66 -9.72 -0.13 0.53 0.45 
81.76 3.15 -28.94 -25.79 5.00 10.47 12.94 -10.87 0.42 -0.21 -0.73 5.00 10.66 11.67 -9.71 -0.13 0.54 0.45 
81.77 3.14 -28.91 -25.77 5.00 10.47 12.93 -10.88 0.42 -0.21 -0.73 5.00 10.66 11.67 -9.71 -0.14 0.54 0.44 
81.78 3.13 -28.88 -25.75 5.00 10.48 12.93 -10.88 0.42 -0.22 -0.72 5.00 10.66 11.68 -9.70 -0.14 0.55 0.43 
81.79 3.13 -28.86 -25.73 5.00 10.48 12.93 -10.89 0.42 -0.23 -0.72 5.00 10.66 11.68 -9.70 -0.14 0.56 0.43 
81.80 3.12 -28.83 -25.71 5.00 10.49 12.93 -10.90 0.42 -0.23 -0.71 5.00 10.66 11.69 -9.70 -0.14 0.56 0.42 
81.81 3.11 -28.80 -25.69 5.00 10.49 12.92 -10.90 0.42 -0.24 -0.70 5.00 10.66 11.69 -9.69 -0.14 0.57 0.42 
81.82 3.11 -28.78 -25.67 5.00 10.49 12.92 -10.91 0.42 -0.24 -0.70 5.00 10.66 11.70 -9.69 -0.14 0.57 0.41 
81.83 3.10 -28.76 -25.65 5.00 10.50 12.92 -10.92 0.42 -0.25 -0.69 5.00 10.65 11.71 -9.68 -0.14 0.58 0.41 
81.84 3.10 -28.73 -25.64 5.00 10.50 12.92 -10.93 0.42 -0.26 -0.69 5.00 10.65 11.71 -9.68 -0.14 0.58 0.40 
81.85 3.09 -28.71 -25.62 5.00 10.51 12.91 -10.93 0.43 -0.26 -0.68 5.00 10.65 11.72 -9.68 -0.14 0.59 0.39 
81.86 3.09 -28.69 -25.60 5.00 10.51 12.91 -10.94 0.43 -0.27 -0.67 5.00 10.65 11.72 -9.67 -0.14 0.60 0.39 
81.87 3.08 -28.67 -25.59 5.00 10.52 12.91 -10.95 0.43 -0.27 -0.67 5.00 10.65 11.73 -9.67 -0.14 0.60 0.38 
81.88 3.07 -28.65 -25.57 5.00 10.52 12.91 -10.95 0.43 -0.28 -0.66 5.00 10.65 11.74 -9.66 -0.14 0.61 0.38 
81.89 3.07 -28.63 -25.56 5.00 10.52 12.90 -10.96 0.43 -0.28 -0.66 5.00 10.65 11.74 -9.66 -0.14 0.61 0.37 
81.90 3.07 -28.61 -25.54 5.00 10.53 12.90 -10.97 0.43 -0.29 -0.65 5.00 10.64 11.75 -9.66 -0.15 0.62 0.36 
81.91 3.06 -28.59 -25.53 5.00 10.53 12.90 -10.97 0.43 -0.30 -0.64 5.00 10.64 11.75 -9.65 -0.15 0.62 0.36 
81.92 3.06 -28.57 -25.52 5.00 10.54 12.89 -10.98 0.43 -0.30 -0.64 5.00 10.64 11.76 -9.65 -0.15 0.63 0.35 
81.93 3.05 -28.56 -25.50 5.00 10.54 12.89 -10.98 0.43 -0.31 -0.63 5.00 10.64 11.77 -9.65 -0.15 0.63 0.35 
81.94 3.05 -28.54 -25.49 5.00 10.55 12.89 -10.99 0.43 -0.31 -0.63 5.00 10.64 11.77 -9.64 -0.15 0.64 0.34 
81.95 3.04 -28.52 -25.48 5.00 10.55 12.88 -11.00 0.43 -0.32 -0.62 5.00 10.64 11.78 -9.64 -0.15 0.64 0.33 
81.96 3.04 -28.51 -25.47 5.00 10.55 12.88 -11.00 0.43 -0.32 -0.61 5.00 10.64 11.79 -9.64 -0.15 0.65 0.33 
81.97 3.04 -28.49 -25.46 5.00 10.56 12.88 -11.01 0.43 -0.33 -0.61 5.00 10.63 11.79 -9.63 -0.15 0.65 0.32 
81.98 3.03 -28.48 -25.45 5.00 10.56 12.88 -11.02 0.43 -0.33 -0.60 5.00 10.63 11.80 -9.63 -0.15 0.66 0.31 
81.99 3.03 -28.47 -25.44 5.00 10.57 12.87 -11.02 0.43 -0.34 -0.59 5.00 10.63 11.81 -9.63 -0.15 0.66 0.31 
82.00 3.03 -28.46 -25.43 5.00 10.57 12.87 -11.03 0.43 -0.34 -0.59 5.00 10.63 11.81 -9.62 -0.15 0.67 0.30 
82.01 3.02 -28.44 -25.42 5.00 10.58 12.86 -11.03 0.43 -0.35 -0.58 5.00 10.63 11.82 -9.62 -0.15 0.67 0.29 
82.02 3.02 -28.43 -25.41 5.00 10.58 12.86 -11.04 0.43 -0.35 -0.57 5.00 10.63 11.83 -9.62 -0.15 0.68 0.29 
82.03 3.02 -28.42 -25.40 5.00 10.58 12.86 -11.04 0.43 -0.36 -0.57 5.00 10.63 11.83 -9.62 -0.15 0.68 0.28 
82.04 3.01 -28.41 -25.40 5.00 10.59 12.85 -11.05 0.43 -0.36 -0.56 5.00 10.62 11.84 -9.61 -0.15 0.69 0.28 
82.05 3.01 -28.40 -25.39 5.00 10.59 12.85 -11.06 0.43 -0.37 -0.55 5.00 10.62 11.85 -9.61 -0.15 0.69 0.27 
82.06 3.01 -28.39 -25.38 5.00 10.60 12.85 -11.06 0.43 -0.37 -0.55 5.00 10.62 11.85 -9.61 -0.15 0.70 0.26 
82.07 3.01 -28.39 -25.38 5.00 10.60 12.84 -11.07 0.43 -0.37 -0.54 5.00 10.62 11.86 -9.60 -0.15 0.70 0.26 
82.08 3.01 -28.38 -25.37 5.00 10.61 12.84 -11.07 0.43 -0.38 -0.53 5.00 10.62 11.87 -9.60 -0.15 0.71 0.25 
82.09 3.00 -28.37 -25.37 5.00 10.61 12.84 -11.08 0.43 -0.38 -0.53 5.00 10.62 11.87 -9.60 -0.15 0.71 0.24 
82.10 3.00 -28.37 -25.36 5.00 10.61 12.83 -11.08 0.43 -0.39 -0.52 5.00 10.61 11.88 -9.60 -0.15 0.72 0.24 
82.11 3.00 -28.36 -25.36 5.00 10.62 12.83 -11.09 0.43 -0.39 -0.51 5.00 10.61 11.89 -9.59 -0.15 0.72 0.23 
82.12 3.00 -28.36 -25.36 5.00 10.62 12.82 -11.09 0.43 -0.40 -0.51 5.00 10.61 11.90 -9.59 -0.15 0.72 0.22 
82.13 3.00 -28.35 -25.35 5.00 10.63 12.82 -11.10 0.43 -0.40 -0.50 5.00 10.61 11.90 -9.59 -0.15 0.73 0.21 
82.14 3.00 -28.35 -25.35 5.00 10.63 12.82 -11.10 0.43 -0.40 -0.49 5.00 10.61 11.91 -9.59 -0.15 0.73 0.21 
82.15 3.00 -28.35 -25.35 5.00 10.64 12.81 -11.11 0.43 -0.41 -0.49 5.00 10.61 11.92 -9.59 -0.15 0.74 0.20 
82.16 3.00 -28.35 -25.35 5.00 10.64 12.81 -11.11 0.43 -0.41 -0.48 5.00 10.61 11.93 -9.58 -0.15 0.74 0.19 
82.17 3.00 -28.34 -25.35 5.00 10.64 12.80 -11.12 0.43 -0.42 -0.47 5.00 10.60 11.93 -9.58 -0.15 0.75 0.19 
82.18 3.00 -28.34 -25.35 5.00 10.65 12.80 -11.12 0.43 -0.42 -0.47 5.00 10.60 11.94 -9.58 -0.15 0.75 0.18 
82.19 3.00 -28.34 -25.35 5.00 10.65 12.79 -11.13 0.43 -0.42 -0.46 5.00 10.60 11.95 -9.58 -0.15 0.75 0.17 
82.20 3.00 -28.34 -25.35 5.00 10.66 12.79 -11.13 0.43 -0.43 -0.45 5.00 10.60 11.96 -9.58 -0.15 0.76 0.17 
82.21 3.00 -28.35 -25.35 5.00 10.66 12.79 -11.13 0.43 -0.43 -0.44 5.00 10.60 11.96 -9.58 -0.15 0.76 0.16 
82.22 3.00 -28.35 -25.35 5.00 10.67 12.78 -11.14 0.43 -0.44 -0.44 5.00 10.60 11.97 -9.57 -0.15 0.76 0.15 
82.23 3.00 -28.35 -25.35 5.00 10.67 12.78 -11.14 0.43 -0.44 -0.43 5.00 10.60 11.98 -9.57 -0.15 0.77 0.14 
82.24 3.00 -28.35 -25.35 5.00 10.68 12.77 -11.15 0.43 -0.44 -0.42 5.00 10.59 11.99 -9.57 -0.15 0.77 0.14 
82.25 3.00 -28.36 -25.36 5.00 10.68 12.77 -11.15 0.43 -0.45 -0.42 5.00 10.59 11.99 -9.57 -0.15 0.78 0.13 
82.26 3.00 -28.36 -25.36 5.00 10.68 12.76 -11.16 0.43 -0.45 -0.41 5.00 10.59 12.00 -9.57 -0.15 0.78 0.12 
82.27 3.00 -28.37 -25.37 5.00 10.69 12.76 -11.16 0.43 -0.45 -0.40 5.00 10.59 12.01 -9.57 -0.15 0.78 0.12 
82.28 3.00 -28.37 -25.37 5.00 10.69 12.75 -11.16 0.43 -0.46 -0.39 5.00 10.59 12.02 -9.57 -0.15 0.79 0.11 
82.29 3.00 -28.38 -25.37 5.00 10.70 12.75 -11.17 0.43 -0.46 -0.39 5.00 10.59 12.03 -9.57 -0.15 0.79 0.10 
82.30 3.01 -28.39 -25.38 5.00 10.70 12.75 -11.17 0.43 -0.46 -0.38 5.00 10.58 12.03 -9.56 -0.15 0.79 0.09 
82.31 3.01 -28.39 -25.39 5.00 10.71 12.74 -11.18 0.43 -0.47 -0.37 5.00 10.58 12.04 -9.56 -0.15 0.80 0.09 
82.32 3.01 -28.40 -25.39 5.00 10.71 12.74 -11.18 0.43 -0.47 -0.37 5.00 10.58 12.05 -9.56 -0.14 0.80 0.08 
82.33 3.01 -28.41 -25.40 5.00 10.71 12.73 -11.18 0.43 -0.47 -0.36 5.00 10.58 12.06 -9.56 -0.14 0.80 0.07 
82.34 3.01 -28.42 -25.41 5.00 10.72 12.73 -11.19 0.43 -0.48 -0.35 5.00 10.58 12.07 -9.56 -0.14 0.81 0.06 
82.35 3.02 -28.43 -25.41 5.00 10.72 12.72 -11.19 0.43 -0.48 -0.34 5.00 10.58 12.07 -9.56 -0.14 0.81 0.06 
82.36 3.02 -28.44 -25.42 5.00 10.73 12.72 -11.19 0.43 -0.48 -0.34 5.00 10.58 12.08 -9.56 -0.14 0.81 0.05 
82.37 3.02 -28.45 -25.43 5.00 10.73 12.71 -11.20 0.42 -0.49 -0.33 5.00 10.57 12.09 -9.56 -0.14 0.81 0.04 
82.38 3.03 -28.47 -25.44 5.00 10.74 12.71 -11.20 0.42 -0.49 -0.32 5.00 10.57 12.10 -9.56 -0.14 0.82 0.03 
82.39 3.03 -28.48 -25.45 5.00 10.74 12.70 -11.20 0.42 -0.49 -0.31 5.00 10.57 12.11 -9.56 -0.14 0.82 0.03 
82.40 3.03 -28.49 -25.46 5.00 10.74 12.70 -11.21 0.42 -0.49 -0.31 5.00 10.57 12.11 -9.56 -0.14 0.82 0.02 
82.41 3.04 -28.51 -25.47 5.00 10.75 12.69 -11.21 0.42 -0.50 -0.30 5.00 10.57 12.12 -9.56 -0.14 0.83 0.01 
82.42 3.04 -28.52 -25.48 5.00 10.75 12.69 -11.21 0.42 -0.50 -0.29 5.00 10.57 12.13 -9.56 -0.14 0.83 0.00 
